date,formal_column,spread,n
2024-01-25,dm02_confirmed_sell,-0.0005123297551490027,2829
2024-01-25,dm03_price_room_buy,,2829
2024-01-25,dm03_price_room_sell,,2829
2024-01-25,dm04_price_cap_buy,-0.0001519414511494668,2829
2024-01-25,dm04_price_cap_sell,-0.0004418457151568879,2829
2024-01-25,dm05_lot_floor_buy,-5.6159105279194503e-05,2829
2024-01-25,dm05_lot_floor_sell,-0.0005871581118396946,2829
2024-01-25,dm06_soft_under_buy,-0.0001878750432769327,2829
2024-01-25,dm06_soft_under_sell,-0.0004962296192675408,2829
2024-01-25,dm07_fresh_match_buy,-0.00044321406224598543,2829
2024-01-25,dm07_fresh_match_sell,-0.000874361530540377,2829
2024-01-25,dm08_adaptive_repeat_buy,,2829
2024-01-25,dm08_adaptive_repeat_sell,,2829
2024-01-25,dm09_two_level_buy,,2829
2024-01-25,dm09_two_level_sell,,2829
2024-01-25,dm10_excess_cancel_buy,,2829
2024-01-25,dm10_excess_cancel_sell,,2829
2024-01-25,dm11_recent_buy,0.00031127811091333896,2829
2024-01-25,dm11_recent_sell,0.0002289809324047343,2829
2024-01-25,dm12_persistent_buy,-0.0004621232698816804,2829
2024-01-25,dm12_persistent_sell,-0.00037198252317739255,2829
2024-01-26,dm01_exact_buy,-0.0013968801007604587,2830
2024-01-26,dm01_exact_sell,-0.00020693357736656804,2830
2024-01-26,dm02_confirmed_buy,-0.0013968801007604587,2830
2024-01-26,dm02_confirmed_sell,-0.00020693357736656804,2830
2024-01-26,dm03_price_room_buy,,2830
2024-01-26,dm03_price_room_sell,,2830
2024-01-26,dm04_price_cap_buy,-0.0024449589494497928,2830
2024-01-26,dm04_price_cap_sell,-0.0004700274430070638,2830
2024-01-26,dm05_lot_floor_buy,-0.0014713650951420033,2830
2024-01-26,dm05_lot_floor_sell,-0.0002451428667417056,2830
2024-01-26,dm06_soft_under_buy,-0.0013114945017734898,2830
2024-01-26,dm06_soft_under_sell,-0.00018838857304588012,2830
2024-01-26,dm07_fresh_match_buy,-0.003211090232325634,2830
2024-01-26,dm07_fresh_match_sell,-0.0009826031791373068,2830
2024-01-26,dm08_adaptive_repeat_buy,,2830
2024-01-26,dm08_adaptive_repeat_sell,,2830
2024-01-26,dm09_two_level_buy,,2830
2024-01-26,dm09_two_level_sell,,2830
2024-01-26,dm10_excess_cancel_buy,,2830
2024-01-26,dm10_excess_cancel_sell,,2830
2024-01-26,dm11_recent_buy,-0.0010540520772125634,2830
2024-01-26,dm11_recent_sell,-1.8819856053145685e-05,2830
2024-01-26,dm12_persistent_buy,-0.0017052375564793982,2830
2024-01-26,dm12_persistent_sell,0.00024483818725007465,2830
2024-01-29,dm01_exact_buy,-0.0028616052065051764,2834
2024-01-29,dm01_exact_sell,-0.003056463140859944,2834
2024-01-29,dm02_confirmed_buy,-0.0028616052065051764,2834
2024-01-29,dm02_confirmed_sell,-0.003056463140859944,2834
2024-01-29,dm03_price_room_buy,,2834
2024-01-29,dm03_price_room_sell,,2834
2024-01-29,dm04_price_cap_buy,-0.0026665342008711816,2834
2024-01-29,dm04_price_cap_sell,-0.0031659289409706635,2834
2024-01-29,dm05_lot_floor_buy,-0.003010073012784706,2834
2024-01-29,dm05_lot_floor_sell,-0.0031148864700856396,2834
2024-01-29,dm06_soft_under_buy,-0.0029355432590100544,2834
2024-01-29,dm06_soft_under_sell,-0.0030466614198957865,2834
2024-01-29,dm07_fresh_match_buy,-0.002066455497812293,2834
2024-01-29,dm07_fresh_match_sell,-0.0020859492900008533,2834
2024-01-29,dm08_adaptive_repeat_buy,,2834
